event_id,event_type,timestamp,campaign_id,ad_id,user_id,country,device,cost
2b4431b2-4532-44f4-8be9-6a7a7489d342,click,2025-09-06 08:34:05.501117,6987,1831,36118056-2821-491a-aec9-cb2d611740a4,PL,mobile,1.28
3ca683cd-c3e6-45f5-bbed-46a39b419c10,conversion,2025-07-01 13:24:59.506361,1447,6820,72fac51b-d5b9-4a1a-bf7d-e714d87ffbd5,GH,mobile,0.7
b5b72b27-8fe9-4027-9c82-78a38c8327f6,click,2025-07-31 04:00:46.472512,7053,6020,8a8ea147-8e89-40b3-97fb-ca08111a5792,MR,desktop,0.27
66ecb034-57b1-46ec-8cd7-cf830a6f8339,impression,2025-08-13 00:33:39.357687,2766,5123,4305f633-8744-4746-bda7-2d7b38fe3db1,ID,desktop,0.87
1e8022d9-6111-4524-b866-89204c40faee,click,2025-05-19 05:42:43.334010,9500,6978,523afefd-cf87-4472-a0b0-bc46ea36075c,MD,tablet,0.84
398d15d8-b627-489e-9428-440264c8d5c2,impression,2025-04-30 05:07:56.082585,1756,9964,9a94e7ee-79b7-41f5-bba3-639a1922b3a3,GR,tablet,0.77
b45364a9-a19f-41ac-9115-41fbdb96fe45,click,2025-02-17 15:44:23.058077,2843,4199,89598439-21f5-4b03-956b-a8183cee28f0,IQ,mobile,1.98
5c150156-1009-499a-a10a-020d6891c1d0,click,2025-06-26 04:33:46.285922,3939,4071,5771d756-ef98-4e06-81db-6e1d06abbde6,KZ,tablet,1.3
97e3f97e-de26-4a97-bb87-8351b8b430a1,click,2025-02-07 13:11:27.766209,7223,6124,04c32b9d-54d0-444a-89d3-b6609bd9ccec,IT,desktop,1.88
3ec218df-617e-40a8-82de-ec60606dd6c5,conversion,2025-07-27 18:34:26.782720,9384,6950,3ad6c425-022a-46cc-9b5d-7e70be65e6fd,GE,tablet,0.29
ea51e3f3-ea61-441c-a82c-ff4a429398a8,click,2025-09-06 14:33:30.687291,3132,7099,e33bf894-e5b6-4145-8a0a-039cedf68d79,UG,mobile,1.85
